year,raceName,driverFullname,constructorName,position,stop,milliseconds
2014,Japanese Grand Prix,Daniel Ricciardo,Red Bull,4,3.0,25607.0
2014,Singapore Grand Prix,Jenson Button,McLaren,\N,2.0,28627.0
2014,Singapore Grand Prix,Jenson Button,McLaren,\N,1.0,28641.0
2014,Singapore Grand Prix,Kevin Magnussen,McLaren,10,3.0,28706.0
2014,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,6,1.0,23214.0
2014,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,6,2.0,22154.0
2014,Hungarian Grand Prix,Sebastian Vettel,Red Bull,7,1.0,22170.0
2014,Hungarian Grand Prix,Sebastian Vettel,Red Bull,7,2.0,21608.0
2014,Hungarian Grand Prix,Jenson Button,McLaren,10,1.0,26737.0
2014,Hungarian Grand Prix,Jenson Button,McLaren,10,2.0,22807.0
2014,Hungarian Grand Prix,Kevin Magnussen,McLaren,12,1.0,23546.0
2014,Hungarian Grand Prix,Kevin Magnussen,McLaren,12,2.0,21812.0
2014,Hungarian Grand Prix,Jenson Button,McLaren,10,3.0,22211.0
2014,Hungarian Grand Prix,Daniel Ricciardo,Red Bull,1,1.0,22205.0
2014,Hungarian Grand Prix,Daniel Ricciardo,Red Bull,1,2.0,23741.0
2014,Hungarian Grand Prix,Daniel Ricciardo,Red Bull,1,3.0,22273.0
2014,Hungarian Grand Prix,Fernando Alonso,Ferrari,2,1.0,22253.0
2014,Hungarian Grand Prix,Fernando Alonso,Ferrari,2,2.0,21634.0
2014,Belgian Grand Prix,Kevin Magnussen,McLaren,12,1.0,23115.0
2014,Belgian Grand Prix,Kevin Magnussen,McLaren,12,2.0,22414.0
2014,Belgian Grand Prix,Daniel Ricciardo,Red Bull,1,1.0,22913.0
2014,Belgian Grand Prix,Daniel Ricciardo,Red Bull,1,2.0,22675.0
2014,Belgian Grand Prix,Kimi Räikkönen,Ferrari,4,1.0,22858.0
2014,Belgian Grand Prix,Kimi Räikkönen,Ferrari,4,2.0,22819.0
2014,Belgian Grand Prix,Sebastian Vettel,Red Bull,5,1.0,22800.0
2014,Belgian Grand Prix,Sebastian Vettel,Red Bull,5,2.0,22731.0
2014,Belgian Grand Prix,Sebastian Vettel,Red Bull,5,3.0,23190.0
2014,Belgian Grand Prix,Jenson Button,McLaren,6,1.0,22800.0
2014,Belgian Grand Prix,Jenson Button,McLaren,6,2.0,22588.0
2014,Belgian Grand Prix,Fernando Alonso,Ferrari,7,1.0,28920.0
2014,Belgian Grand Prix,Fernando Alonso,Ferrari,7,2.0,22974.0
2014,Brazilian Grand Prix,Kimi Räikkönen,Ferrari,7,2.0,27934.0
2014,Brazilian Grand Prix,Kevin Magnussen,McLaren,9,1.0,23061.0
2014,Brazilian Grand Prix,Kevin Magnussen,McLaren,9,2.0,24190.0
2014,Brazilian Grand Prix,Kevin Magnussen,McLaren,9,3.0,24131.0
2014,Brazilian Grand Prix,Kimi Räikkönen,Ferrari,7,1.0,23427.0
2014,Brazilian Grand Prix,Fernando Alonso,Ferrari,6,3.0,23077.0
2014,Brazilian Grand Prix,Fernando Alonso,Ferrari,6,2.0,23134.0
2014,Brazilian Grand Prix,Fernando Alonso,Ferrari,6,1.0,23278.0
2014,Brazilian Grand Prix,Jenson Button,McLaren,4,1.0,23018.0
2014,Brazilian Grand Prix,Jenson Button,McLaren,4,2.0,22620.0
2014,Brazilian Grand Prix,Jenson Button,McLaren,4,3.0,23383.0
2014,Brazilian Grand Prix,Sebastian Vettel,Red Bull,5,1.0,23808.0
2014,Brazilian Grand Prix,Sebastian Vettel,Red Bull,5,2.0,23195.0
2014,Brazilian Grand Prix,Sebastian Vettel,Red Bull,5,3.0,22746.0
2014,United States Grand Prix,Kimi Räikkönen,Ferrari,13,3.0,24226.0
2014,Abu Dhabi Grand Prix,Kevin Magnussen,McLaren,11,1.0,22087.0
2014,Abu Dhabi Grand Prix,Kevin Magnussen,McLaren,11,2.0,21623.0
2014,Abu Dhabi Grand Prix,Kimi Räikkönen,Ferrari,10,2.0,22206.0
2014,Abu Dhabi Grand Prix,Kimi Räikkönen,Ferrari,10,1.0,21546.0
2014,Abu Dhabi Grand Prix,Fernando Alonso,Ferrari,9,2.0,22068.0
2014,Abu Dhabi Grand Prix,Fernando Alonso,Ferrari,9,1.0,21619.0
2014,Brazilian Grand Prix,Daniel Ricciardo,Red Bull,\N,1.0,23141.0
2014,Brazilian Grand Prix,Daniel Ricciardo,Red Bull,\N,2.0,22871.0
2014,Abu Dhabi Grand Prix,Daniel Ricciardo,Red Bull,4,1.0,21747.0
2014,Abu Dhabi Grand Prix,Daniel Ricciardo,Red Bull,4,2.0,21582.0
2014,Abu Dhabi Grand Prix,Jenson Button,McLaren,5,1.0,22627.0
2014,Abu Dhabi Grand Prix,Jenson Button,McLaren,5,2.0,22042.0
2014,Abu Dhabi Grand Prix,Sebastian Vettel,Red Bull,8,1.0,23094.0
2014,Abu Dhabi Grand Prix,Sebastian Vettel,Red Bull,8,2.0,21611.0
2014,United States Grand Prix,Kimi Räikkönen,Ferrari,13,2.0,23872.0
2014,United States Grand Prix,Kimi Räikkönen,Ferrari,13,1.0,24131.0
2014,United States Grand Prix,Jenson Button,McLaren,12,2.0,23546.0
2014,Japanese Grand Prix,Kevin Magnussen,McLaren,14,5.0,24361.0
2014,Japanese Grand Prix,Kevin Magnussen,McLaren,14,4.0,23701.0
2014,Japanese Grand Prix,Kimi Räikkönen,Ferrari,12,1.0,1135276.0
2014,Japanese Grand Prix,Kimi Räikkönen,Ferrari,12,2.0,25191.0
2014,Japanese Grand Prix,Kimi Räikkönen,Ferrari,12,3.0,32466.0
2014,Japanese Grand Prix,Kimi Räikkönen,Ferrari,12,4.0,24173.0
2014,Japanese Grand Prix,Kimi Räikkönen,Ferrari,12,5.0,24768.0
2014,Japanese Grand Prix,Kevin Magnussen,McLaren,14,1.0,1135891.0
2014,Japanese Grand Prix,Kevin Magnussen,McLaren,14,2.0,24550.0
2014,Japanese Grand Prix,Kevin Magnussen,McLaren,14,3.0,33215.0
2014,United States Grand Prix,Daniel Ricciardo,Red Bull,3,1.0,24040.0
2014,United States Grand Prix,Daniel Ricciardo,Red Bull,3,2.0,24356.0
2014,United States Grand Prix,Fernando Alonso,Ferrari,6,1.0,24601.0
2014,United States Grand Prix,Fernando Alonso,Ferrari,6,2.0,24133.0
2014,United States Grand Prix,Sebastian Vettel,Red Bull,7,1.0,24226.0
2014,United States Grand Prix,Sebastian Vettel,Red Bull,7,2.0,23909.0
2014,United States Grand Prix,Sebastian Vettel,Red Bull,7,3.0,23799.0
2014,United States Grand Prix,Sebastian Vettel,Red Bull,7,4.0,23948.0
2014,United States Grand Prix,Kevin Magnussen,McLaren,8,1.0,26881.0
2014,United States Grand Prix,Kevin Magnussen,McLaren,8,2.0,24497.0
2014,United States Grand Prix,Jenson Button,McLaren,12,1.0,26806.0
2014,Japanese Grand Prix,Fernando Alonso,Ferrari,\N,1.0,1137051.0
2014,Russian Grand Prix,Jenson Button,McLaren,4,1.0,29994.0
2014,Russian Grand Prix,Kevin Magnussen,McLaren,5,1.0,29736.0
2014,Russian Grand Prix,Fernando Alonso,Ferrari,6,1.0,35112.0
2014,Russian Grand Prix,Daniel Ricciardo,Red Bull,7,1.0,30006.0
2014,Russian Grand Prix,Sebastian Vettel,Red Bull,8,1.0,30355.0
2014,Russian Grand Prix,Kimi Räikkönen,Ferrari,9,1.0,30097.0
2014,Bahrain Grand Prix,Jenson Button,McLaren,17,1.0,24476.0
2014,Bahrain Grand Prix,Jenson Button,McLaren,17,2.0,25245.0
2014,Bahrain Grand Prix,Kevin Magnussen,McLaren,\N,1.0,24611.0
2014,Bahrain Grand Prix,Kevin Magnussen,McLaren,\N,2.0,24559.0
2014,Bahrain Grand Prix,Kevin Magnussen,McLaren,\N,3.0,25572.0
2014,Bahrain Grand Prix,Sebastian Vettel,Red Bull,6,2.0,26186.0
2014,Bahrain Grand Prix,Fernando Alonso,Ferrari,9,1.0,25770.0
2014,Bahrain Grand Prix,Fernando Alonso,Ferrari,9,2.0,24576.0
2014,Bahrain Grand Prix,Fernando Alonso,Ferrari,9,3.0,24493.0
2014,Bahrain Grand Prix,Kimi Räikkönen,Ferrari,10,1.0,25009.0
2014,Bahrain Grand Prix,Kimi Räikkönen,Ferrari,10,2.0,25415.0
2014,Bahrain Grand Prix,Kimi Räikkönen,Ferrari,10,3.0,24453.0
2014,Bahrain Grand Prix,Sebastian Vettel,Red Bull,6,1.0,24964.0
2014,Chinese Grand Prix,Fernando Alonso,Ferrari,3,1.0,22776.0
2014,Chinese Grand Prix,Daniel Ricciardo,Red Bull,4,1.0,23186.0
2014,Spanish Grand Prix,Daniel Ricciardo,Red Bull,3,1.0,21969.0
2014,Spanish Grand Prix,Daniel Ricciardo,Red Bull,3,2.0,21830.0
2014,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,1.0,21974.0
2014,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,2.0,21599.0
2014,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,3.0,21608.0
2014,Chinese Grand Prix,Daniel Ricciardo,Red Bull,4,2.0,22498.0
2014,Chinese Grand Prix,Sebastian Vettel,Red Bull,5,1.0,22570.0
2014,Chinese Grand Prix,Sebastian Vettel,Red Bull,5,2.0,22246.0
2014,Chinese Grand Prix,Kimi Räikkönen,Ferrari,8,1.0,22994.0
2014,Chinese Grand Prix,Kimi Räikkönen,Ferrari,8,2.0,23291.0
2014,Chinese Grand Prix,Jenson Button,McLaren,11,1.0,22408.0
2014,Chinese Grand Prix,Jenson Button,McLaren,11,2.0,22548.0
2014,Chinese Grand Prix,Kevin Magnussen,McLaren,13,1.0,23670.0
2014,Chinese Grand Prix,Kevin Magnussen,McLaren,13,2.0,22579.0
2014,Chinese Grand Prix,Fernando Alonso,Ferrari,3,2.0,22947.0
2014,Bahrain Grand Prix,Daniel Ricciardo,Red Bull,4,2.0,24816.0
2014,Australian Grand Prix,Daniel Ricciardo,Red Bull,\N,1.0,22994.0
2014,Australian Grand Prix,Daniel Ricciardo,Red Bull,\N,2.0,22427.0
2014,Malaysian Grand Prix,Sebastian Vettel,Red Bull,3,1.0,24432.0
2014,Malaysian Grand Prix,Sebastian Vettel,Red Bull,3,2.0,24728.0
2014,Malaysian Grand Prix,Sebastian Vettel,Red Bull,3,3.0,25186.0
2014,Malaysian Grand Prix,Fernando Alonso,Ferrari,4,1.0,24466.0
2014,Malaysian Grand Prix,Fernando Alonso,Ferrari,4,2.0,24222.0
2014,Australian Grand Prix,Kevin Magnussen,McLaren,2,1.0,23150.0
2014,Australian Grand Prix,Kevin Magnussen,McLaren,2,2.0,22273.0
2014,Australian Grand Prix,Jenson Button,McLaren,3,1.0,22411.0
2014,Australian Grand Prix,Jenson Button,McLaren,3,2.0,22399.0
2014,Australian Grand Prix,Fernando Alonso,Ferrari,4,1.0,22887.0
2014,Australian Grand Prix,Fernando Alonso,Ferrari,4,2.0,21978.0
2014,Australian Grand Prix,Kimi Räikkönen,Ferrari,7,1.0,25543.0
2014,Australian Grand Prix,Kimi Räikkönen,Ferrari,7,2.0,21825.0
2014,Malaysian Grand Prix,Fernando Alonso,Ferrari,4,3.0,24641.0
2014,Malaysian Grand Prix,Jenson Button,McLaren,6,1.0,24841.0
2014,Malaysian Grand Prix,Daniel Ricciardo,Red Bull,\N,1.0,24709.0
2014,Malaysian Grand Prix,Daniel Ricciardo,Red Bull,\N,2.0,24775.0
2014,Malaysian Grand Prix,Daniel Ricciardo,Red Bull,\N,3.0,109329.0
2014,Malaysian Grand Prix,Daniel Ricciardo,Red Bull,\N,4.0,34697.0
2014,Malaysian Grand Prix,Daniel Ricciardo,Red Bull,\N,5.0,34480.0
2014,Bahrain Grand Prix,Daniel Ricciardo,Red Bull,4,1.0,24706.0
2014,Malaysian Grand Prix,Jenson Button,McLaren,6,2.0,24524.0
2014,Malaysian Grand Prix,Jenson Button,McLaren,6,3.0,25028.0
2014,Malaysian Grand Prix,Kevin Magnussen,McLaren,9,1.0,37116.0
2014,Malaysian Grand Prix,Kevin Magnussen,McLaren,9,2.0,30661.0
2014,Malaysian Grand Prix,Kevin Magnussen,McLaren,9,3.0,24415.0
2014,Malaysian Grand Prix,Kimi Räikkönen,Ferrari,12,1.0,26399.0
2014,Malaysian Grand Prix,Kimi Räikkönen,Ferrari,12,2.0,24417.0
2014,Malaysian Grand Prix,Kimi Räikkönen,Ferrari,12,3.0,24246.0
2014,Spanish Grand Prix,Fernando Alonso,Ferrari,6,1.0,21970.0
2014,Spanish Grand Prix,Fernando Alonso,Ferrari,6,3.0,21664.0
2014,Austrian Grand Prix,Sebastian Vettel,Red Bull,\N,1.0,21381.0
2014,Austrian Grand Prix,Sebastian Vettel,Red Bull,\N,2.0,29844.0
2014,British Grand Prix,Daniel Ricciardo,Red Bull,3,1.0,28483.0
2014,British Grand Prix,Jenson Button,McLaren,4,1.0,28645.0
2014,British Grand Prix,Sebastian Vettel,Red Bull,5,1.0,28558.0
2014,British Grand Prix,Sebastian Vettel,Red Bull,5,2.0,28787.0
2014,British Grand Prix,Fernando Alonso,Ferrari,6,1.0,34410.0
2014,British Grand Prix,Kevin Magnussen,McLaren,7,1.0,28745.0
2014,Austrian Grand Prix,Fernando Alonso,Ferrari,5,1.0,21234.0
2014,Austrian Grand Prix,Fernando Alonso,Ferrari,5,2.0,21276.0
2014,Austrian Grand Prix,Kevin Magnussen,McLaren,7,1.0,21670.0
2014,Austrian Grand Prix,Kevin Magnussen,McLaren,7,2.0,21882.0
2014,Austrian Grand Prix,Daniel Ricciardo,Red Bull,8,1.0,21467.0
2014,Austrian Grand Prix,Daniel Ricciardo,Red Bull,8,2.0,21398.0
2014,Austrian Grand Prix,Kimi Räikkönen,Ferrari,10,1.0,21914.0
2014,Austrian Grand Prix,Kimi Räikkönen,Ferrari,10,2.0,21618.0
2014,Austrian Grand Prix,Jenson Button,McLaren,11,1.0,21505.0
2014,Austrian Grand Prix,Jenson Button,McLaren,11,2.0,21242.0
2014,German Grand Prix,Jenson Button,McLaren,8,1.0,22604.0
2014,German Grand Prix,Jenson Button,McLaren,8,2.0,18916.0
2014,German Grand Prix,Jenson Button,McLaren,8,3.0,19221.0
2014,German Grand Prix,Kevin Magnussen,McLaren,9,1.0,25859.0
2014,German Grand Prix,Kevin Magnussen,McLaren,9,2.0,19135.0
2014,German Grand Prix,Kevin Magnussen,McLaren,9,3.0,19427.0
2014,German Grand Prix,Kimi Räikkönen,Ferrari,11,1.0,19737.0
2014,German Grand Prix,Kimi Räikkönen,Ferrari,11,3.0,19740.0
2014,Spanish Grand Prix,Fernando Alonso,Ferrari,6,2.0,22014.0
2014,German Grand Prix,Kimi Räikkönen,Ferrari,11,2.0,19867.0
2014,German Grand Prix,Daniel Ricciardo,Red Bull,6,3.0,18868.0
2014,German Grand Prix,Daniel Ricciardo,Red Bull,6,2.0,19358.0
2014,German Grand Prix,Daniel Ricciardo,Red Bull,6,1.0,19050.0
2014,German Grand Prix,Sebastian Vettel,Red Bull,4,1.0,19607.0
2014,German Grand Prix,Sebastian Vettel,Red Bull,4,2.0,19061.0
2014,German Grand Prix,Sebastian Vettel,Red Bull,4,3.0,18879.0
2014,German Grand Prix,Fernando Alonso,Ferrari,5,1.0,19174.0
2014,German Grand Prix,Fernando Alonso,Ferrari,5,2.0,19032.0
2014,German Grand Prix,Fernando Alonso,Ferrari,5,3.0,19308.0
2014,Monaco Grand Prix,Daniel Ricciardo,Red Bull,3,1.0,26584.0
2014,Monaco Grand Prix,Fernando Alonso,Ferrari,4,1.0,26499.0
2014,Monaco Grand Prix,Jenson Button,McLaren,6,1.0,25992.0
2014,Monaco Grand Prix,Kevin Magnussen,McLaren,10,1.0,28943.0
2014,Monaco Grand Prix,Kimi Räikkönen,Ferrari,12,1.0,25282.0
2014,Monaco Grand Prix,Kimi Räikkönen,Ferrari,12,2.0,25684.0
2014,Spanish Grand Prix,Kimi Räikkönen,Ferrari,7,1.0,22056.0
2014,Spanish Grand Prix,Kimi Räikkönen,Ferrari,7,2.0,22727.0
2014,Spanish Grand Prix,Jenson Button,McLaren,11,1.0,21810.0
2014,Spanish Grand Prix,Jenson Button,McLaren,11,2.0,24408.0
2014,Spanish Grand Prix,Kevin Magnussen,McLaren,12,1.0,21894.0
2014,Spanish Grand Prix,Kevin Magnussen,McLaren,12,2.0,21768.0
2014,Monaco Grand Prix,Kimi Räikkönen,Ferrari,12,3.0,31896.0
2014,Canadian Grand Prix,Kevin Magnussen,McLaren,9,2.0,23907.0
2014,Canadian Grand Prix,Kimi Räikkönen,Ferrari,10,1.0,23925.0
2014,Canadian Grand Prix,Kimi Räikkönen,Ferrari,10,2.0,24221.0
2014,Canadian Grand Prix,Kevin Magnussen,McLaren,9,1.0,23479.0
2014,Monaco Grand Prix,Sebastian Vettel,Red Bull,\N,1.0,66065.0
2014,Canadian Grand Prix,Daniel Ricciardo,Red Bull,1,1.0,23606.0
2014,Canadian Grand Prix,Daniel Ricciardo,Red Bull,1,2.0,23274.0
2014,Canadian Grand Prix,Fernando Alonso,Ferrari,6,2.0,23790.0
2014,Canadian Grand Prix,Fernando Alonso,Ferrari,6,1.0,23932.0
2014,Canadian Grand Prix,Jenson Button,McLaren,4,2.0,25050.0
2014,Canadian Grand Prix,Jenson Button,McLaren,4,1.0,23493.0
2014,Canadian Grand Prix,Sebastian Vettel,Red Bull,3,2.0,23340.0
2014,Canadian Grand Prix,Sebastian Vettel,Red Bull,3,1.0,23904.0
2015,Singapore Grand Prix,Jenson Button,McLaren,\N,1.0,65317.0
2015,Singapore Grand Prix,Jenson Button,McLaren,\N,2.0,30106.0
2015,Singapore Grand Prix,Jenson Button,McLaren,\N,3.0,37822.0
2015,Singapore Grand Prix,Fernando Alonso,McLaren,\N,1.0,34237.0
2015,Japanese Grand Prix,Sebastian Vettel,Ferrari,3,1.0,23074.0
2015,Singapore Grand Prix,Daniel Ricciardo,Red Bull,2,2.0,29419.0
2015,Singapore Grand Prix,Kimi Räikkönen,Ferrari,3,1.0,30031.0
2015,Singapore Grand Prix,Kimi Räikkönen,Ferrari,3,2.0,30689.0
2015,Singapore Grand Prix,Daniil Kvyat,Red Bull,6,1.0,29159.0
2015,Singapore Grand Prix,Daniil Kvyat,Red Bull,6,2.0,32924.0
2015,Japanese Grand Prix,Sebastian Vettel,Ferrari,3,2.0,23130.0
2015,Japanese Grand Prix,Kimi Räikkönen,Ferrari,4,2.0,22584.0
2015,Japanese Grand Prix,Jenson Button,McLaren,16,2.0,23801.0
2015,Japanese Grand Prix,Jenson Button,McLaren,16,1.0,23343.0
2015,Russian Grand Prix,Sebastian Vettel,Ferrari,2,1.0,29367.0
2015,Russian Grand Prix,Kimi Räikkönen,Ferrari,8,1.0,29386.0
2015,Singapore Grand Prix,Daniel Ricciardo,Red Bull,2,1.0,31307.0
2015,Russian Grand Prix,Jenson Button,McLaren,9,1.0,29719.0
2015,Japanese Grand Prix,Daniel Ricciardo,Red Bull,15,2.0,23225.0
2015,Japanese Grand Prix,Daniel Ricciardo,Red Bull,15,1.0,26087.0
2015,Japanese Grand Prix,Fernando Alonso,McLaren,11,1.0,23640.0
2015,Japanese Grand Prix,Fernando Alonso,McLaren,11,2.0,23767.0
2015,Japanese Grand Prix,Daniil Kvyat,Red Bull,13,1.0,23316.0
2015,Japanese Grand Prix,Daniil Kvyat,Red Bull,13,2.0,23183.0
2015,Japanese Grand Prix,Daniil Kvyat,Red Bull,13,3.0,23381.0
2015,Japanese Grand Prix,Kimi Räikkönen,Ferrari,4,1.0,23714.0
2015,Singapore Grand Prix,Sebastian Vettel,Ferrari,1,2.0,29273.0
2015,Belgian Grand Prix,Daniil Kvyat,Red Bull,4,1.0,22796.0
2015,Belgian Grand Prix,Daniil Kvyat,Red Bull,4,2.0,22563.0
2015,Belgian Grand Prix,Kimi Räikkönen,Ferrari,7,1.0,22578.0
2015,Belgian Grand Prix,Kimi Räikkönen,Ferrari,7,2.0,23143.0
2015,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,\N,5.0,59555.0
2015,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,\N,3.0,16979.0
2015,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,\N,4.0,16734.0
2015,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,\N,1.0,22566.0
2015,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,\N,2.0,22270.0
2015,Italian Grand Prix,Kimi Räikkönen,Ferrari,5,1.0,24442.0
2015,Italian Grand Prix,Daniel Ricciardo,Red Bull,8,1.0,24259.0
2015,Italian Grand Prix,Daniil Kvyat,Red Bull,10,1.0,23884.0
2015,Italian Grand Prix,Jenson Button,McLaren,14,1.0,24310.0
2015,Italian Grand Prix,Fernando Alonso,McLaren,18,1.0,24330.0
2015,Italian Grand Prix,Fernando Alonso,McLaren,18,2.0,19374.0
2015,Italian Grand Prix,Sebastian Vettel,Ferrari,2,1.0,24340.0
2015,Belgian Grand Prix,Sebastian Vettel,Ferrari,12,1.0,22681.0
2015,Belgian Grand Prix,Fernando Alonso,McLaren,13,1.0,22973.0
2015,Belgian Grand Prix,Fernando Alonso,McLaren,13,2.0,26103.0
2015,Belgian Grand Prix,Fernando Alonso,McLaren,13,3.0,23191.0
2015,Belgian Grand Prix,Jenson Button,McLaren,14,1.0,24083.0
2015,Belgian Grand Prix,Jenson Button,McLaren,14,2.0,24151.0
2015,Belgian Grand Prix,Jenson Button,McLaren,14,3.0,23761.0
2015,Belgian Grand Prix,Daniel Ricciardo,Red Bull,\N,1.0,22637.0
2015,Brazilian Grand Prix,Daniel Ricciardo,Red Bull,11,1.0,23937.0
2015,Brazilian Grand Prix,Daniel Ricciardo,Red Bull,11,2.0,23979.0
2015,Brazilian Grand Prix,Daniel Ricciardo,Red Bull,11,3.0,24775.0
2015,Brazilian Grand Prix,Jenson Button,McLaren,14,1.0,23242.0
2015,Brazilian Grand Prix,Jenson Button,McLaren,14,3.0,23402.0
2015,Brazilian Grand Prix,Fernando Alonso,McLaren,15,1.0,22981.0
2015,Brazilian Grand Prix,Fernando Alonso,McLaren,15,2.0,23218.0
2015,Brazilian Grand Prix,Fernando Alonso,McLaren,15,3.0,23810.0
2015,Brazilian Grand Prix,Jenson Button,McLaren,14,2.0,24265.0
2015,Brazilian Grand Prix,Sebastian Vettel,Ferrari,3,1.0,23801.0
2015,Brazilian Grand Prix,Sebastian Vettel,Ferrari,3,2.0,23474.0
2015,Brazilian Grand Prix,Sebastian Vettel,Ferrari,3,3.0,23861.0
2015,Brazilian Grand Prix,Kimi Räikkönen,Ferrari,4,1.0,23293.0
2015,Brazilian Grand Prix,Daniil Kvyat,Red Bull,7,1.0,24155.0
2015,Brazilian Grand Prix,Daniil Kvyat,Red Bull,7,2.0,23630.0
2015,Brazilian Grand Prix,Kimi Räikkönen,Ferrari,4,2.0,25308.0
2015,Abu Dhabi Grand Prix,Jenson Button,McLaren,12,2.0,22310.0
2015,Abu Dhabi Grand Prix,Jenson Button,McLaren,12,1.0,23722.0
2015,Abu Dhabi Grand Prix,Fernando Alonso,McLaren,17,1.0,44990.0
2015,Abu Dhabi Grand Prix,Fernando Alonso,McLaren,17,2.0,16128.0
2015,Abu Dhabi Grand Prix,Fernando Alonso,McLaren,17,3.0,22246.0
2015,Abu Dhabi Grand Prix,Fernando Alonso,McLaren,17,4.0,22377.0
2015,Abu Dhabi Grand Prix,Daniil Kvyat,Red Bull,10,2.0,21634.0
2015,Abu Dhabi Grand Prix,Kimi Räikkönen,Ferrari,3,1.0,22162.0
2015,Abu Dhabi Grand Prix,Kimi Räikkönen,Ferrari,3,2.0,25613.0
2015,Abu Dhabi Grand Prix,Sebastian Vettel,Ferrari,4,1.0,21795.0
2015,Abu Dhabi Grand Prix,Sebastian Vettel,Ferrari,4,2.0,21628.0
2015,Abu Dhabi Grand Prix,Daniel Ricciardo,Red Bull,6,1.0,21949.0
2015,Abu Dhabi Grand Prix,Daniel Ricciardo,Red Bull,6,2.0,22118.0
2015,Abu Dhabi Grand Prix,Daniil Kvyat,Red Bull,10,1.0,21868.0
2015,Russian Grand Prix,Fernando Alonso,McLaren,11,1.0,29539.0
2015,Mexican Grand Prix,Sebastian Vettel,Ferrari,\N,2.0,22156.0
2015,United States Grand Prix,Jenson Button,McLaren,6,3.0,24862.0
2015,United States Grand Prix,Daniel Ricciardo,Red Bull,10,1.0,24449.0
2015,United States Grand Prix,Daniel Ricciardo,Red Bull,10,2.0,27802.0
2015,United States Grand Prix,Daniel Ricciardo,Red Bull,10,3.0,24495.0
2015,United States Grand Prix,Fernando Alonso,McLaren,11,1.0,31987.0
2015,United States Grand Prix,Fernando Alonso,McLaren,11,2.0,24631.0
2015,United States Grand Prix,Fernando Alonso,McLaren,11,3.0,25405.0
2015,United States Grand Prix,Daniil Kvyat,Red Bull,\N,1.0,24638.0
2015,United States Grand Prix,Jenson Button,McLaren,6,2.0,24689.0
2015,Russian Grand Prix,Daniel Ricciardo,Red Bull,15,1.0,29732.0
2015,United States Grand Prix,Jenson Button,McLaren,6,1.0,27286.0
2015,Russian Grand Prix,Daniil Kvyat,Red Bull,5,1.0,30418.0
2015,United States Grand Prix,Sebastian Vettel,Ferrari,3,1.0,25019.0
2015,United States Grand Prix,Sebastian Vettel,Ferrari,3,2.0,25576.0
2015,United States Grand Prix,Sebastian Vettel,Ferrari,3,3.0,24158.0
2015,United States Grand Prix,Daniil Kvyat,Red Bull,\N,2.0,25205.0
2015,Mexican Grand Prix,Jenson Button,McLaren,14,1.0,23356.0
2015,Mexican Grand Prix,Jenson Button,McLaren,14,2.0,23018.0
2015,United States Grand Prix,Kimi Räikkönen,Ferrari,\N,1.0,24733.0
2015,United States Grand Prix,Kimi Räikkönen,Ferrari,\N,2.0,34548.0
2015,Mexican Grand Prix,Daniil Kvyat,Red Bull,4,1.0,22559.0
2015,Mexican Grand Prix,Daniil Kvyat,Red Bull,4,2.0,22518.0
2015,Mexican Grand Prix,Daniel Ricciardo,Red Bull,5,1.0,22422.0
2015,Mexican Grand Prix,Daniel Ricciardo,Red Bull,5,2.0,22488.0
2015,Mexican Grand Prix,Sebastian Vettel,Ferrari,\N,1.0,28070.0
2015,Singapore Grand Prix,Sebastian Vettel,Ferrari,1,1.0,29172.0
2015,Bahrain Grand Prix,Sebastian Vettel,Ferrari,5,1.0,24509.0
2015,Bahrain Grand Prix,Sebastian Vettel,Ferrari,5,2.0,24449.0
2015,Bahrain Grand Prix,Sebastian Vettel,Ferrari,5,3.0,33921.0
2015,Bahrain Grand Prix,Daniel Ricciardo,Red Bull,6,1.0,25723.0
2015,Bahrain Grand Prix,Daniel Ricciardo,Red Bull,6,2.0,24943.0
2015,Bahrain Grand Prix,Daniil Kvyat,Red Bull,9,2.0,24692.0
2015,Bahrain Grand Prix,Fernando Alonso,McLaren,11,1.0,25370.0
2015,Bahrain Grand Prix,Fernando Alonso,McLaren,11,2.0,24878.0
2015,Bahrain Grand Prix,Daniil Kvyat,Red Bull,9,1.0,25421.0
2015,Bahrain Grand Prix,Kimi Räikkönen,Ferrari,2,2.0,24547.0
2015,Chinese Grand Prix,Fernando Alonso,McLaren,12,1.0,23238.0
2015,Chinese Grand Prix,Fernando Alonso,McLaren,12,2.0,23345.0
2015,Chinese Grand Prix,Jenson Button,McLaren,14,1.0,23936.0
2015,Chinese Grand Prix,Jenson Button,McLaren,14,2.0,23273.0
2015,Bahrain Grand Prix,Kimi Räikkönen,Ferrari,2,1.0,24773.0
2015,Spanish Grand Prix,Daniel Ricciardo,Red Bull,7,1.0,22440.0
2015,Spanish Grand Prix,Daniel Ricciardo,Red Bull,7,2.0,24884.0
