year,raceName,driverFullname,constructorName,position,stop,milliseconds
2012,Australian Grand Prix,Sebastian Vettel,Red Bull,2,2.0,24131.0
2012,European Grand Prix,Jenson Button,McLaren,8,2.0,19640.0
2012,European Grand Prix,Felipe Massa,Ferrari,16,1.0,20498.0
2012,European Grand Prix,Felipe Massa,Ferrari,16,2.0,20126.0
2012,European Grand Prix,Felipe Massa,Ferrari,16,3.0,39041.0
2012,European Grand Prix,Felipe Massa,Ferrari,16,4.0,20476.0
2012,European Grand Prix,Lewis Hamilton,McLaren,19,1.0,19355.0
2012,European Grand Prix,Jenson Button,McLaren,8,1.0,20246.0
2012,Canadian Grand Prix,Jenson Button,McLaren,16,1.0,21748.0
2012,Canadian Grand Prix,Jenson Button,McLaren,16,2.0,21845.0
2012,Canadian Grand Prix,Jenson Button,McLaren,16,3.0,21363.0
2012,European Grand Prix,Fernando Alonso,Ferrari,1,1.0,19789.0
2012,European Grand Prix,Fernando Alonso,Ferrari,1,2.0,20718.0
2012,European Grand Prix,Mark Webber,Red Bull,4,1.0,20246.0
2012,European Grand Prix,Mark Webber,Red Bull,4,2.0,20222.0
2012,European Grand Prix,Lewis Hamilton,McLaren,19,2.0,31081.0
2012,European Grand Prix,Sebastian Vettel,Red Bull,\N,1.0,20357.0
2012,German Grand Prix,Fernando Alonso,Ferrari,1,1.0,17570.0
2012,German Grand Prix,Fernando Alonso,Ferrari,1,2.0,17942.0
2012,German Grand Prix,Jenson Button,McLaren,2,1.0,17867.0
2012,German Grand Prix,Jenson Button,McLaren,2,2.0,16831.0
2012,German Grand Prix,Sebastian Vettel,Red Bull,5,1.0,17512.0
2012,European Grand Prix,Sebastian Vettel,Red Bull,\N,2.0,20023.0
2012,British Grand Prix,Mark Webber,Red Bull,1,2.0,25179.0
2012,British Grand Prix,Fernando Alonso,Ferrari,2,1.0,25372.0
2012,British Grand Prix,Fernando Alonso,Ferrari,2,2.0,24998.0
2012,British Grand Prix,Sebastian Vettel,Red Bull,3,2.0,25319.0
2012,British Grand Prix,Sebastian Vettel,Red Bull,3,1.0,25829.0
2012,British Grand Prix,Felipe Massa,Ferrari,4,1.0,25325.0
2012,British Grand Prix,Felipe Massa,Ferrari,4,2.0,25110.0
2012,British Grand Prix,Lewis Hamilton,McLaren,8,1.0,24498.0
2012,British Grand Prix,Lewis Hamilton,McLaren,8,2.0,25003.0
2012,British Grand Prix,Jenson Button,McLaren,10,1.0,25138.0
2012,British Grand Prix,Jenson Button,McLaren,10,2.0,24762.0
2012,Spanish Grand Prix,Mark Webber,Red Bull,11,1.0,20119.0
2012,Spanish Grand Prix,Mark Webber,Red Bull,11,2.0,24864.0
2012,Spanish Grand Prix,Mark Webber,Red Bull,11,3.0,20129.0
2012,Spanish Grand Prix,Felipe Massa,Ferrari,15,1.0,20130.0
2012,Spanish Grand Prix,Felipe Massa,Ferrari,15,2.0,13259.0
2012,Spanish Grand Prix,Felipe Massa,Ferrari,15,3.0,19699.0
2012,Spanish Grand Prix,Felipe Massa,Ferrari,15,4.0,22645.0
2012,Spanish Grand Prix,Jenson Button,McLaren,9,3.0,19888.0
2012,Spanish Grand Prix,Jenson Button,McLaren,9,2.0,21061.0
2012,Spanish Grand Prix,Jenson Button,McLaren,9,1.0,20333.0
2012,Spanish Grand Prix,Fernando Alonso,Ferrari,2,1.0,19456.0
2012,Spanish Grand Prix,Fernando Alonso,Ferrari,2,2.0,20028.0
2012,Spanish Grand Prix,Fernando Alonso,Ferrari,2,3.0,20105.0
2012,Spanish Grand Prix,Sebastian Vettel,Red Bull,6,1.0,19745.0
2012,Spanish Grand Prix,Sebastian Vettel,Red Bull,6,2.0,19624.0
2012,Spanish Grand Prix,Sebastian Vettel,Red Bull,6,3.0,13335.0
2012,Spanish Grand Prix,Sebastian Vettel,Red Bull,6,4.0,26143.0
2012,Spanish Grand Prix,Lewis Hamilton,McLaren,8,1.0,21963.0
2012,Spanish Grand Prix,Lewis Hamilton,McLaren,8,2.0,19980.0
2012,Monaco Grand Prix,Jenson Button,McLaren,16,1.0,25219.0
2012,Canadian Grand Prix,Lewis Hamilton,McLaren,1,1.0,21375.0
2012,Canadian Grand Prix,Sebastian Vettel,Red Bull,4,1.0,21639.0
2012,Canadian Grand Prix,Sebastian Vettel,Red Bull,4,2.0,22428.0
2012,Canadian Grand Prix,Fernando Alonso,Ferrari,5,1.0,21133.0
2012,Canadian Grand Prix,Mark Webber,Red Bull,7,1.0,21199.0
2012,Canadian Grand Prix,Mark Webber,Red Bull,7,2.0,21254.0
2012,Canadian Grand Prix,Felipe Massa,Ferrari,10,1.0,21128.0
2012,Canadian Grand Prix,Felipe Massa,Ferrari,10,2.0,21115.0
2012,Canadian Grand Prix,Lewis Hamilton,McLaren,1,2.0,22530.0
2012,Monaco Grand Prix,Mark Webber,Red Bull,1,1.0,25566.0
2012,Monaco Grand Prix,Sebastian Vettel,Red Bull,4,1.0,25079.0
2012,Monaco Grand Prix,Fernando Alonso,Ferrari,3,1.0,25220.0
2012,Monaco Grand Prix,Felipe Massa,Ferrari,6,1.0,24993.0
2012,Monaco Grand Prix,Lewis Hamilton,McLaren,5,1.0,25748.0
2013,Italian Grand Prix,Sergio Pérez,McLaren,12,1.0,25933.0
2013,Singapore Grand Prix,Sebastian Vettel,Red Bull,1,2.0,28934.0
2013,Singapore Grand Prix,Sebastian Vettel,Red Bull,1,1.0,28787.0
2013,Singapore Grand Prix,Fernando Alonso,Ferrari,2,2.0,29176.0
2013,Singapore Grand Prix,Fernando Alonso,Ferrari,2,1.0,29436.0
2013,Italian Grand Prix,Jenson Button,McLaren,10,1.0,24450.0
2013,Singapore Grand Prix,Felipe Massa,Ferrari,6,2.0,29136.0
2013,Italian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,24305.0
2013,Italian Grand Prix,Fernando Alonso,Ferrari,2,1.0,24208.0
2013,Italian Grand Prix,Mark Webber,Red Bull,3,1.0,24205.0
2013,Italian Grand Prix,Felipe Massa,Ferrari,4,1.0,24692.0
2013,Singapore Grand Prix,Felipe Massa,Ferrari,6,3.0,29573.0
2013,Singapore Grand Prix,Jenson Button,McLaren,7,2.0,30085.0
2013,Korean Grand Prix,Sebastian Vettel,Red Bull,1,1.0,22662.0
2013,Korean Grand Prix,Sebastian Vettel,Red Bull,1,2.0,22935.0
2013,Korean Grand Prix,Fernando Alonso,Ferrari,6,1.0,22208.0
2013,Korean Grand Prix,Fernando Alonso,Ferrari,6,2.0,22807.0
2013,Korean Grand Prix,Jenson Button,McLaren,8,1.0,26948.0
2013,Korean Grand Prix,Felipe Massa,Ferrari,9,1.0,22474.0
2013,Korean Grand Prix,Felipe Massa,Ferrari,9,2.0,22401.0
2013,Singapore Grand Prix,Jenson Button,McLaren,7,1.0,29284.0
2013,Singapore Grand Prix,Sergio Pérez,McLaren,8,2.0,29396.0
2013,Singapore Grand Prix,Sergio Pérez,McLaren,8,1.0,28709.0
2013,Singapore Grand Prix,Mark Webber,Red Bull,15,2.0,28909.0
2013,Singapore Grand Prix,Mark Webber,Red Bull,15,1.0,29031.0
2013,Singapore Grand Prix,Felipe Massa,Ferrari,6,1.0,29040.0
2013,Korean Grand Prix,Jenson Button,McLaren,8,2.0,25946.0
2013,Hungarian Grand Prix,Felipe Massa,Ferrari,8,3.0,21612.0
2013,Hungarian Grand Prix,Sebastian Vettel,Red Bull,3,1.0,21343.0
2013,Hungarian Grand Prix,Sebastian Vettel,Red Bull,3,2.0,21863.0
2013,Hungarian Grand Prix,Sebastian Vettel,Red Bull,3,3.0,21666.0
2013,Hungarian Grand Prix,Mark Webber,Red Bull,4,1.0,21762.0
2013,Hungarian Grand Prix,Mark Webber,Red Bull,4,2.0,22349.0
2013,Hungarian Grand Prix,Mark Webber,Red Bull,4,3.0,22022.0
2013,Hungarian Grand Prix,Fernando Alonso,Ferrari,5,1.0,21599.0
2013,Hungarian Grand Prix,Fernando Alonso,Ferrari,5,2.0,22249.0
2013,Hungarian Grand Prix,Fernando Alonso,Ferrari,5,3.0,21753.0
2013,German Grand Prix,Mark Webber,Red Bull,7,2.0,19991.0
2013,German Grand Prix,Mark Webber,Red Bull,7,3.0,19921.0
2013,Korean Grand Prix,Sergio Pérez,McLaren,10,1.0,22901.0
2013,German Grand Prix,Sergio Pérez,McLaren,8,1.0,20432.0
2013,German Grand Prix,Sergio Pérez,McLaren,8,2.0,20433.0
2013,Hungarian Grand Prix,Jenson Button,McLaren,7,1.0,22107.0
2013,Hungarian Grand Prix,Felipe Massa,Ferrari,8,1.0,23012.0
2013,Belgian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,22685.0
2013,Belgian Grand Prix,Sebastian Vettel,Red Bull,1,2.0,22884.0
2013,Belgian Grand Prix,Fernando Alonso,Ferrari,2,1.0,22631.0
2013,Belgian Grand Prix,Fernando Alonso,Ferrari,2,2.0,22444.0
2013,Belgian Grand Prix,Mark Webber,Red Bull,5,1.0,23004.0
2013,Belgian Grand Prix,Jenson Button,McLaren,6,1.0,22465.0
2013,Belgian Grand Prix,Jenson Button,McLaren,6,2.0,23317.0
2013,Belgian Grand Prix,Felipe Massa,Ferrari,7,1.0,22872.0
2013,Belgian Grand Prix,Felipe Massa,Ferrari,7,2.0,22634.0
2013,Belgian Grand Prix,Sergio Pérez,McLaren,11,1.0,17378.0
2013,Belgian Grand Prix,Sergio Pérez,McLaren,11,2.0,22597.0
2013,Belgian Grand Prix,Mark Webber,Red Bull,5,2.0,23477.0
2013,Hungarian Grand Prix,Felipe Massa,Ferrari,8,2.0,21753.0
2013,Hungarian Grand Prix,Sergio Pérez,McLaren,9,1.0,22323.0
2013,Hungarian Grand Prix,Sergio Pérez,McLaren,9,2.0,22722.0
2013,Hungarian Grand Prix,Jenson Button,McLaren,7,2.0,22496.0
2013,Korean Grand Prix,Sergio Pérez,McLaren,10,2.0,38893.0
2013,United States Grand Prix,Sebastian Vettel,Red Bull,1,1.0,24086.0
2013,United States Grand Prix,Mark Webber,Red Bull,3,1.0,23537.0
2013,United States Grand Prix,Fernando Alonso,Ferrari,5,1.0,23817.0
2013,United States Grand Prix,Sergio Pérez,McLaren,7,1.0,23808.0
2013,United States Grand Prix,Jenson Button,McLaren,10,1.0,24589.0
2013,United States Grand Prix,Felipe Massa,Ferrari,13,1.0,23936.0
2013,United States Grand Prix,Felipe Massa,Ferrari,13,2.0,24116.0
2013,Abu Dhabi Grand Prix,Sebastian Vettel,Red Bull,1,2.0,21298.0
2013,Abu Dhabi Grand Prix,Mark Webber,Red Bull,2,1.0,21175.0
2013,Abu Dhabi Grand Prix,Mark Webber,Red Bull,2,2.0,21911.0
2013,Abu Dhabi Grand Prix,Fernando Alonso,Ferrari,5,1.0,21530.0
2013,Abu Dhabi Grand Prix,Fernando Alonso,Ferrari,5,2.0,21453.0
2013,Abu Dhabi Grand Prix,Felipe Massa,Ferrari,8,1.0,21485.0
2013,Abu Dhabi Grand Prix,Felipe Massa,Ferrari,8,2.0,22315.0
2013,Abu Dhabi Grand Prix,Sergio Pérez,McLaren,9,2.0,21370.0
2013,Abu Dhabi Grand Prix,Jenson Button,McLaren,12,1.0,27176.0
2013,Abu Dhabi Grand Prix,Jenson Button,McLaren,12,2.0,21516.0
2013,Abu Dhabi Grand Prix,Sergio Pérez,McLaren,9,1.0,21503.0
2013,German Grand Prix,Mark Webber,Red Bull,7,1.0,162042.0
2013,Brazilian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,22510.0
2013,Brazilian Grand Prix,Sebastian Vettel,Red Bull,1,2.0,32899.0
2013,Brazilian Grand Prix,Mark Webber,Red Bull,2,1.0,25012.0
2013,Brazilian Grand Prix,Mark Webber,Red Bull,2,2.0,26718.0
2013,Brazilian Grand Prix,Fernando Alonso,Ferrari,3,1.0,22755.0
2013,Brazilian Grand Prix,Fernando Alonso,Ferrari,3,2.0,22732.0
2013,Brazilian Grand Prix,Jenson Button,McLaren,4,1.0,22746.0
2013,Brazilian Grand Prix,Jenson Button,McLaren,4,2.0,23788.0
2013,Brazilian Grand Prix,Sergio Pérez,McLaren,6,1.0,22591.0
2013,Brazilian Grand Prix,Sergio Pérez,McLaren,6,2.0,22397.0
2013,Brazilian Grand Prix,Felipe Massa,Ferrari,7,1.0,22342.0
2013,Brazilian Grand Prix,Felipe Massa,Ferrari,7,2.0,17367.0
2013,Brazilian Grand Prix,Felipe Massa,Ferrari,7,3.0,22655.0
2013,Abu Dhabi Grand Prix,Sebastian Vettel,Red Bull,1,1.0,22275.0
2013,Indian Grand Prix,Mark Webber,Red Bull,\N,2.0,23459.0
2013,Japanese Grand Prix,Mark Webber,Red Bull,2,3.0,23094.0
2013,Japanese Grand Prix,Fernando Alonso,Ferrari,4,1.0,22645.0
2013,Japanese Grand Prix,Fernando Alonso,Ferrari,4,2.0,22839.0
2013,Japanese Grand Prix,Mark Webber,Red Bull,2,2.0,22774.0
2013,Japanese Grand Prix,Jenson Button,McLaren,9,1.0,23462.0
2013,Japanese Grand Prix,Jenson Button,McLaren,9,2.0,26263.0
2013,Japanese Grand Prix,Jenson Button,McLaren,9,3.0,23105.0
2013,Japanese Grand Prix,Felipe Massa,Ferrari,10,1.0,22946.0
2013,Japanese Grand Prix,Felipe Massa,Ferrari,10,2.0,22871.0
2013,Japanese Grand Prix,Felipe Massa,Ferrari,10,3.0,17822.0
2013,Japanese Grand Prix,Mark Webber,Red Bull,2,1.0,23617.0
2013,Japanese Grand Prix,Sebastian Vettel,Red Bull,1,2.0,22873.0
2013,Japanese Grand Prix,Sebastian Vettel,Red Bull,1,1.0,22916.0
2013,Korean Grand Prix,Mark Webber,Red Bull,\N,1.0,22587.0
2013,Korean Grand Prix,Mark Webber,Red Bull,\N,2.0,22718.0
2013,Korean Grand Prix,Mark Webber,Red Bull,\N,3.0,23490.0
2013,Indian Grand Prix,Fernando Alonso,Ferrari,11,1.0,29800.0
2013,Indian Grand Prix,Fernando Alonso,Ferrari,11,2.0,23595.0
2013,Indian Grand Prix,Fernando Alonso,Ferrari,11,3.0,24066.0
2013,Indian Grand Prix,Jenson Button,McLaren,14,1.0,23517.0
2013,Indian Grand Prix,Jenson Button,McLaren,14,2.0,23774.0
2013,Indian Grand Prix,Jenson Button,McLaren,14,3.0,24754.0
2013,Indian Grand Prix,Mark Webber,Red Bull,\N,1.0,23487.0
2013,Japanese Grand Prix,Sergio Pérez,McLaren,15,1.0,26423.0
2013,Japanese Grand Prix,Sergio Pérez,McLaren,15,2.0,27707.0
2013,Japanese Grand Prix,Sergio Pérez,McLaren,15,3.0,25585.0
2013,Indian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,24000.0
2013,Indian Grand Prix,Sebastian Vettel,Red Bull,1,2.0,23568.0
2013,Indian Grand Prix,Felipe Massa,Ferrari,4,1.0,23579.0
2013,Indian Grand Prix,Felipe Massa,Ferrari,4,2.0,23332.0
2013,Indian Grand Prix,Sergio Pérez,McLaren,5,1.0,23541.0
2013,Indian Grand Prix,Sergio Pérez,McLaren,5,2.0,24910.0
2013,German Grand Prix,Jenson Button,McLaren,6,2.0,19692.0
2013,Chinese Grand Prix,Sergio Pérez,McLaren,11,1.0,19969.0
2013,Chinese Grand Prix,Sergio Pérez,McLaren,11,2.0,20253.0
2013,Chinese Grand Prix,Fernando Alonso,Ferrari,1,1.0,19719.0
2013,Chinese Grand Prix,Fernando Alonso,Ferrari,1,2.0,20521.0
2013,Chinese Grand Prix,Fernando Alonso,Ferrari,1,3.0,21012.0
2013,Chinese Grand Prix,Sebastian Vettel,Red Bull,4,1.0,19323.0
2013,Chinese Grand Prix,Sebastian Vettel,Red Bull,4,2.0,20084.0
2013,Chinese Grand Prix,Sebastian Vettel,Red Bull,4,3.0,20191.0
2013,Chinese Grand Prix,Jenson Button,McLaren,5,1.0,19898.0
2013,Chinese Grand Prix,Jenson Button,McLaren,5,2.0,19862.0
2013,Chinese Grand Prix,Felipe Massa,Ferrari,6,1.0,20753.0
2013,Chinese Grand Prix,Felipe Massa,Ferrari,6,2.0,20027.0
2013,Chinese Grand Prix,Felipe Massa,Ferrari,6,3.0,19449.0
2013,Bahrain Grand Prix,Jenson Button,McLaren,10,1.0,23093.0
2013,Bahrain Grand Prix,Jenson Button,McLaren,10,2.0,21894.0
2013,Bahrain Grand Prix,Jenson Button,McLaren,10,3.0,21696.0
2013,Bahrain Grand Prix,Jenson Button,McLaren,10,4.0,21230.0
2013,Bahrain Grand Prix,Felipe Massa,Ferrari,15,1.0,21665.0
2013,Bahrain Grand Prix,Felipe Massa,Ferrari,15,2.0,21722.0
2013,Bahrain Grand Prix,Felipe Massa,Ferrari,15,3.0,21569.0
2013,Bahrain Grand Prix,Felipe Massa,Ferrari,15,4.0,27757.0
2013,Bahrain Grand Prix,Fernando Alonso,Ferrari,8,4.0,21189.0
2013,Chinese Grand Prix,Mark Webber,Red Bull,\N,1.0,21287.0
2013,Chinese Grand Prix,Mark Webber,Red Bull,\N,2.0,26956.0
2013,Bahrain Grand Prix,Sebastian Vettel,Red Bull,1,1.0,21660.0
2013,Bahrain Grand Prix,Sebastian Vettel,Red Bull,1,2.0,21290.0
2013,Bahrain Grand Prix,Sebastian Vettel,Red Bull,1,3.0,21906.0
2013,Bahrain Grand Prix,Sergio Pérez,McLaren,6,1.0,21471.0
2013,Bahrain Grand Prix,Sergio Pérez,McLaren,6,2.0,21161.0
2013,Bahrain Grand Prix,Sergio Pérez,McLaren,6,3.0,21319.0
2013,Bahrain Grand Prix,Mark Webber,Red Bull,7,1.0,21798.0
2013,Bahrain Grand Prix,Mark Webber,Red Bull,7,2.0,21221.0
2013,Bahrain Grand Prix,Mark Webber,Red Bull,7,3.0,21031.0
2013,Bahrain Grand Prix,Fernando Alonso,Ferrari,8,1.0,23055.0
2013,Bahrain Grand Prix,Fernando Alonso,Ferrari,8,2.0,21436.0
2013,Bahrain Grand Prix,Fernando Alonso,Ferrari,8,3.0,21123.0
2013,Australian Grand Prix,Sergio Pérez,McLaren,11,3.0,21705.0
2013,Malaysian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,21135.0
2013,Malaysian Grand Prix,Sebastian Vettel,Red Bull,1,2.0,21339.0
2013,Malaysian Grand Prix,Sebastian Vettel,Red Bull,1,3.0,21482.0
2013,Australian Grand Prix,Sergio Pérez,McLaren,11,2.0,22004.0
2013,Australian Grand Prix,Sergio Pérez,McLaren,11,1.0,23677.0
2013,German Grand Prix,Jenson Button,McLaren,6,1.0,20812.0
2013,Australian Grand Prix,Fernando Alonso,Ferrari,2,1.0,21792.0
2013,Australian Grand Prix,Fernando Alonso,Ferrari,2,2.0,21606.0
2013,Australian Grand Prix,Fernando Alonso,Ferrari,2,3.0,21704.0
2013,Australian Grand Prix,Sebastian Vettel,Red Bull,3,1.0,21807.0
2013,Australian Grand Prix,Sebastian Vettel,Red Bull,3,2.0,22704.0
2013,Australian Grand Prix,Sebastian Vettel,Red Bull,3,3.0,21596.0
2013,Australian Grand Prix,Felipe Massa,Ferrari,4,1.0,21754.0
2013,Australian Grand Prix,Felipe Massa,Ferrari,4,2.0,21511.0
2013,Australian Grand Prix,Felipe Massa,Ferrari,4,3.0,21509.0
2013,Australian Grand Prix,Mark Webber,Red Bull,6,1.0,24240.0
2013,Australian Grand Prix,Mark Webber,Red Bull,6,2.0,21717.0
2013,Australian Grand Prix,Mark Webber,Red Bull,6,3.0,21515.0
2013,Australian Grand Prix,Jenson Button,McLaren,9,1.0,22282.0
2013,Australian Grand Prix,Jenson Button,McLaren,9,2.0,23571.0
2013,Australian Grand Prix,Jenson Button,McLaren,9,3.0,21538.0
2013,Malaysian Grand Prix,Sebastian Vettel,Red Bull,1,4.0,20757.0
2013,Malaysian Grand Prix,Mark Webber,Red Bull,2,1.0,21010.0
2013,Malaysian Grand Prix,Mark Webber,Red Bull,2,3.0,20883.0
2013,Malaysian Grand Prix,Jenson Button,McLaren,17,1.0,22448.0
2013,Malaysian Grand Prix,Jenson Button,McLaren,17,2.0,21028.0
2013,Malaysian Grand Prix,Jenson Button,McLaren,17,3.0,104833.0
2013,Malaysian Grand Prix,Mark Webber,Red Bull,2,4.0,20767.0
2013,Malaysian Grand Prix,Felipe Massa,Ferrari,5,1.0,22403.0
2013,Malaysian Grand Prix,Felipe Massa,Ferrari,5,2.0,21635.0
2013,Malaysian Grand Prix,Felipe Massa,Ferrari,5,3.0,21561.0
2013,Malaysian Grand Prix,Felipe Massa,Ferrari,5,4.0,20970.0
2013,Malaysian Grand Prix,Sergio Pérez,McLaren,9,1.0,21583.0
2013,Malaysian Grand Prix,Sergio Pérez,McLaren,9,2.0,20894.0
2013,Malaysian Grand Prix,Sergio Pérez,McLaren,9,3.0,21338.0
2013,Malaysian Grand Prix,Sergio Pérez,McLaren,9,4.0,21366.0
2013,Malaysian Grand Prix,Mark Webber,Red Bull,2,2.0,20736.0
2013,British Grand Prix,Mark Webber,Red Bull,2,1.0,31448.0
2013,British Grand Prix,Mark Webber,Red Bull,2,2.0,24781.0
2013,British Grand Prix,Mark Webber,Red Bull,2,3.0,24473.0
2013,British Grand Prix,Fernando Alonso,Ferrari,3,1.0,24572.0
2013,British Grand Prix,Fernando Alonso,Ferrari,3,2.0,24789.0
2013,British Grand Prix,Fernando Alonso,Ferrari,3,3.0,25018.0
2013,Canadian Grand Prix,Jenson Button,McLaren,12,1.0,20212.0
2013,Monaco Grand Prix,Felipe Massa,Ferrari,\N,1.0,25331.0
2013,Canadian Grand Prix,Sebastian Vettel,Red Bull,1,1.0,20835.0
2013,Canadian Grand Prix,Sebastian Vettel,Red Bull,1,2.0,20898.0
2013,Canadian Grand Prix,Fernando Alonso,Ferrari,2,1.0,20512.0
2013,Canadian Grand Prix,Fernando Alonso,Ferrari,2,2.0,20636.0
2013,Canadian Grand Prix,Mark Webber,Red Bull,4,1.0,20716.0
2013,Canadian Grand Prix,Mark Webber,Red Bull,4,2.0,22709.0
2013,Canadian Grand Prix,Felipe Massa,Ferrari,8,1.0,20473.0
2013,Canadian Grand Prix,Felipe Massa,Ferrari,8,2.0,20372.0
2013,Canadian Grand Prix,Sergio Pérez,McLaren,11,1.0,20427.0
2013,Canadian Grand Prix,Sergio Pérez,McLaren,11,2.0,20805.0
2013,British Grand Prix,Sergio Pérez,McLaren,20,1.0,24596.0
2013,British Grand Prix,Sergio Pérez,McLaren,20,2.0,25028.0
2013,British Grand Prix,Sebastian Vettel,Red Bull,\N,1.0,24159.0
2013,German Grand Prix,Sebastian Vettel,Red Bull,1,1.0,18979.0
2013,German Grand Prix,Sebastian Vettel,Red Bull,1,2.0,20039.0
2013,German Grand Prix,Fernando Alonso,Ferrari,4,1.0,20199.0
2013,German Grand Prix,Fernando Alonso,Ferrari,4,2.0,19539.0
2013,German Grand Prix,Fernando Alonso,Ferrari,4,3.0,19476.0
2013,German Grand Prix,Sebastian Vettel,Red Bull,1,3.0,19118.0
2013,British Grand Prix,Felipe Massa,Ferrari,6,1.0,35210.0
2013,British Grand Prix,Felipe Massa,Ferrari,6,2.0,24680.0
2013,British Grand Prix,Felipe Massa,Ferrari,6,3.0,24400.0
2013,British Grand Prix,Felipe Massa,Ferrari,6,4.0,24872.0
2013,British Grand Prix,Jenson Button,McLaren,13,1.0,24745.0
2013,British Grand Prix,Jenson Button,McLaren,13,2.0,24357.0
2013,British Grand Prix,Sebastian Vettel,Red Bull,\N,2.0,24092.0
2013,Spanish Grand Prix,Mark Webber,Red Bull,5,2.0,19151.0
2013,Spanish Grand Prix,Mark Webber,Red Bull,5,3.0,19170.0
2013,Spanish Grand Prix,Mark Webber,Red Bull,5,4.0,18931.0
2013,Spanish Grand Prix,Jenson Button,McLaren,8,1.0,18810.0
2013,Spanish Grand Prix,Jenson Button,McLaren,8,2.0,19196.0
2013,Spanish Grand Prix,Mark Webber,Red Bull,5,1.0,19668.0
2013,Spanish Grand Prix,Jenson Button,McLaren,8,3.0,19290.0
2013,Spanish Grand Prix,Sergio Pérez,McLaren,9,2.0,20578.0
2013,Spanish Grand Prix,Sergio Pérez,McLaren,9,3.0,19866.0
2013,Spanish Grand Prix,Sergio Pérez,McLaren,9,4.0,19993.0
2013,Spanish Grand Prix,Sergio Pérez,McLaren,9,1.0,19250.0
2013,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,4.0,18694.0
2013,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,3.0,19551.0
2013,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,2.0,18708.0
2013,Spanish Grand Prix,Fernando Alonso,Ferrari,1,1.0,18909.0
2013,Spanish Grand Prix,Fernando Alonso,Ferrari,1,2.0,19952.0
2013,Spanish Grand Prix,Fernando Alonso,Ferrari,1,3.0,19519.0
2013,Spanish Grand Prix,Fernando Alonso,Ferrari,1,4.0,18471.0
2013,Spanish Grand Prix,Felipe Massa,Ferrari,3,1.0,19490.0
2013,Spanish Grand Prix,Felipe Massa,Ferrari,3,2.0,19373.0
2013,Spanish Grand Prix,Felipe Massa,Ferrari,3,3.0,19326.0
2013,Spanish Grand Prix,Felipe Massa,Ferrari,3,4.0,19001.0
2013,Spanish Grand Prix,Sebastian Vettel,Red Bull,4,1.0,18606.0
2013,Monaco Grand Prix,Sebastian Vettel,Red Bull,2,1.0,24375.0
2013,Monaco Grand Prix,Mark Webber,Red Bull,3,1.0,24316.0
2013,Monaco Grand Prix,Jenson Button,McLaren,6,1.0,24585.0
2013,Monaco Grand Prix,Fernando Alonso,Ferrari,7,1.0,24489.0
2013,Monaco Grand Prix,Sergio Pérez,McLaren,16,1.0,24672.0
2014,Singapore Grand Prix,Sebastian Vettel,Red Bull,2,2.0,28733.0
2014,Singapore Grand Prix,Sebastian Vettel,Red Bull,2,1.0,30147.0
2014,Singapore Grand Prix,Daniel Ricciardo,Red Bull,3,2.0,29113.0
2014,Singapore Grand Prix,Daniel Ricciardo,Red Bull,3,1.0,29761.0
2014,Singapore Grand Prix,Fernando Alonso,Ferrari,4,3.0,28991.0
2014,Singapore Grand Prix,Fernando Alonso,Ferrari,4,1.0,28912.0
2014,Singapore Grand Prix,Fernando Alonso,Ferrari,4,2.0,28810.0
2014,Singapore Grand Prix,Kimi Räikkönen,Ferrari,8,2.0,29164.0
2014,Singapore Grand Prix,Kimi Räikkönen,Ferrari,8,3.0,30194.0
2014,Singapore Grand Prix,Kimi Räikkönen,Ferrari,8,1.0,29702.0
2014,Italian Grand Prix,Daniel Ricciardo,Red Bull,5,1.0,24388.0
2014,Italian Grand Prix,Sebastian Vettel,Red Bull,6,1.0,25176.0
2014,Italian Grand Prix,Jenson Button,McLaren,8,1.0,24669.0
2014,Italian Grand Prix,Kimi Räikkönen,Ferrari,9,1.0,24547.0
2014,Italian Grand Prix,Kevin Magnussen,McLaren,10,1.0,24214.0
2014,Italian Grand Prix,Fernando Alonso,Ferrari,\N,1.0,24913.0
2014,Singapore Grand Prix,Kevin Magnussen,McLaren,10,2.0,28841.0
2014,Singapore Grand Prix,Kevin Magnussen,McLaren,10,1.0,28684.0
2014,Japanese Grand Prix,Sebastian Vettel,Red Bull,3,1.0,1134978.0
2014,Japanese Grand Prix,Sebastian Vettel,Red Bull,3,2.0,23764.0
2014,Japanese Grand Prix,Sebastian Vettel,Red Bull,3,3.0,23443.0
2014,Japanese Grand Prix,Daniel Ricciardo,Red Bull,4,1.0,1135520.0
2014,Japanese Grand Prix,Daniel Ricciardo,Red Bull,4,2.0,24184.0
2014,Japanese Grand Prix,Jenson Button,McLaren,5,1.0,1136054.0
2014,Japanese Grand Prix,Jenson Button,McLaren,5,2.0,24532.0
2014,Japanese Grand Prix,Jenson Button,McLaren,5,3.0,28547.0
2014,Japanese Grand Prix,Jenson Button,McLaren,5,4.0,24757.0
